[det(dog-2, A-1), nsubj(toy-6, dog-2), cop(toy-6, is-3), case(toy-6, with-4), det(toy-6, a-5), root(ROOT-0, toy-6), punct(toy-6, .-7)] 	[det(dog-2, A-1), nsubj(has-3, dog-2), root(ROOT-0, has-3), det(toy-5, a-4), dobj(has-3, toy-5), punct(has-3, .-6)] 	1
[det(man-2, A-1), nsubj(plays-6, man-2), case(t-shirt-5, in-3), det(t-shirt-5, a-4), nmod:in(man-2, t-shirt-5), root(ROOT-0, plays-6), dobj(plays-6, basketball-7), punct(plays-6, .-8)] 	[det(man-2, A-1), nsubj(shirt-7, man-2), cop(shirt-7, is-3), case(shirt-7, in-4), det(shirt-7, the-5), compound(shirt-7, sports-6), root(ROOT-0, shirt-7), acl(shirt-7, attends-8), det(game-10, a-9), dobj(attends-8, game-10), punct(shirt-7, .-11)] 	215
[amod(gentlemen-2, Older-1), root(ROOT-0, gentlemen-2), case(jacket-6, in-3), det(jacket-6, a-4), amod(jacket-6, green-5), nmod:in(gentlemen-2, jacket-6), cc(jacket-6, and-7), amod(jeans-9, blue-8), conj:and(jacket-6, jeans-9), acl(jacket-6, sitting-10), case(table-14, at-11), det(table-14, a-12), amod(table-14, small-13), nmod:at(sitting-10, table-14), punct(gentlemen-2, .-15)] 	[det(man-2, A-1), root(ROOT-0, man-2), acl(man-2, wearing-3), det(shirt-6, a-4), amod(shirt-6, blue-5), dobj(wearing-3, shirt-6), cc(shirt-6, and-7), amod(jeans-9, blue-8), conj:and(shirt-6, jeans-9), acl(shirt-6, teaching-10), case(school-14, in-11), det(school-14, a-12), amod(school-14, wooden-13), nmod:in(teaching-10, school-14), punct(man-2, .-15)] 	216
[det(man-2, A-1), root(ROOT-0, man-2), acl(man-2, pushing-3), dobj(pushing-3, rocks-4), punct(man-2, .-5)] 	[det(woman-2, A-1), nsubj(pushing-4, woman-2), aux(pushing-4, is-3), root(ROOT-0, pushing-4), dobj(pushing-4, rocks-5), advmod(rocks-5, lazily-6), punct(pushing-4, .-7)] 	217
[det(boy-2, The-1), nsubj(wearing-4, boy-2), aux(wearing-4, is-3), root(ROOT-0, wearing-4), det(jacket-7, a-5), amod(jacket-7, blue-6), dobj(wearing-4, jacket-7), cc(jacket-7, and-8), det(t-shirt-11, a-9), amod(t-shirt-11, pink-10), conj:and(jacket-7, t-shirt-11), mark(playing-13, while-12), advcl(wearing-4, playing-13), advmod(playing-13, outside-14), punct(wearing-4, .-15)] 	[det(man-2, A-1), nsubj(playing-11, man-2), case(shirt-6, in-3), det(shirt-6, an-4), amod(shirt-6, orange-5), nmod:in(man-2, shirt-6), cc(shirt-6, and-7), amod(jeans-9, blue-8), conj:and(shirt-6, jeans-9), aux(playing-11, is-10), root(ROOT-0, playing-11), case(hula-15, with-12), det(hula-15, a-13), amod(hula-15, hula-14), nmod:with(playing-11, hula-15)] 	218
[det(child-2, A-1), root(ROOT-0, child-2), case(balloon-5, with-3), det(balloon-5, a-4), nmod:with(child-2, balloon-5), punct(child-2, .-6)] 	[det(beagle-2, The-1), root(ROOT-0, beagle-2), case(woman-5, of-3), det(woman-5, a-4), nmod:of(beagle-2, woman-5), acl(woman-5, having-6), det(drink-8, a-7), dobj(having-6, drink-8), mark(walking-10, while-9), advcl(having-6, walking-10)] 	219
[det(man-3, A-1), amod(man-3, young-2), nsubj(plays-8, man-3), case(shirt-7, in-4), det(shirt-7, an-5), amod(shirt-7, orange-6), nmod:in(man-3, shirt-7), root(ROOT-0, plays-8), det(tuba-10, the-9), dobj(plays-8, tuba-10), punct(plays-8, .-11)] 	[det(man-2, A-1), nsubj(plays-6, man-2), case(shirt-5, in-3), det(shirt-5, a-4), nmod:in(man-2, shirt-5), root(ROOT-0, plays-6), det(drums-8, the-7), dobj(plays-6, drums-8), punct(plays-6, .-9)] 	220
[det(painter-2, A-1), nsubj(painting-4, painter-2), aux(painting-4, is-3), root(ROOT-0, painting-4), det(mural-6, a-5), dobj(painting-4, mural-6), case(house-10, next-7), mwe(next-7, to-8), det(house-10, a-9), nmod:next_to(painting-4, house-10), punct(painting-4, .-11)] 	[det(painter-2, A-1), nsubj(painting-4, painter-2), aux(painting-4, is-3), root(ROOT-0, painting-4), det(image-7, a-5), amod(image-7, vivid-6), dobj(painting-4, image-7), case(park-10, of-8), det(park-10, a-9), nmod:of(image-7, park-10), case(side-13, on-11), det(side-13, the-12), nmod:on(park-10, side-13), case(street-16, of-14), det(street-16, a-15), nmod:of(side-13, street-16)] 	221
[nummod(trucks-4, Six-1), amod(trucks-4, large-2), amod(trucks-4, white-3), nsubj(moving-6, trucks-4), aux(moving-6, are-5), root(ROOT-0, moving-6), punct(moving-6, .-7)] 	[amod(trucks-3, Big-1), compound(trucks-3, orange-2), nsubj(traveling-5, trucks-3), aux(traveling-5, are-4), root(ROOT-0, traveling-5), compound:prt(traveling-5, down-6), det(street-10, a-7), nummod(street-10, four-8), compound(street-10, lane-9), dobj(traveling-5, street-10), punct(traveling-5, .-11)] 	222
[det(man-2, The-1), nsubj(raising-7, man-2), case(pants-5, in-3), amod(pants-5, yellow-4), nmod:in(man-2, pants-5), aux(raising-7, is-6), root(ROOT-0, raising-7), nmod:poss(arms-9, his-8), dobj(raising-7, arms-9), punct(raising-7, .-10)] 	[det(man-2, The-1), nsubj(has-7, man-2), case(shirt-6, in-3), det(shirt-6, the-4), amod(shirt-6, yellow-5), nmod:in(man-2, shirt-6), root(ROOT-0, has-7), det(mop-9, a-8), dobj(has-7, mop-9), case(hands-12, in-10), nmod:poss(hands-12, his-11), nmod:in(mop-9, hands-12), punct(has-7, .-13)] 	223
[det(child-3, A-1), amod(child-3, small-2), nsubj(fell-4, child-3), root(ROOT-0, fell-4), case(ground-7, to-5), det(ground-7, the-6), nmod:to(fell-4, ground-7), punct(fell-4, .-8)] 	[det(girl-3, A-1), amod(girl-3, little-2), root(ROOT-0, girl-3), acl(girl-3, falling-4), case(snow-7, in-5), det(snow-7, the-6), nmod:in(falling-4, snow-7), mark(observes-10, while-8), nsubj(observes-10, another-9), dep(girl-3, observes-10), punct(girl-3, .-11)] 	224
[det(contestant-3, A-1), compound(contestant-3, talent-2), nsubj(jumps-4, contestant-3), root(ROOT-0, jumps-4), cc(jumps-4, and-5), conj:and(jumps-4, sings-6), punct(jumps-4, .-7)] 	[det(audience-2, An-1), nsubj(watching-4, audience-2), aux(watching-4, is-3), root(ROOT-0, watching-4), det(dance-7, a-5), compound(dance-7, couple-6), dobj(watching-4, dance-7), punct(watching-4, .-8)] 	225
[expl(is-2, There-1), root(ROOT-0, is-2), det(dog-5, a-3), amod(dog-5, brown-4), nsubj(is-2, dog-5), acl(dog-5, jumping-6), case(beach-9, on-7), det(beach-9, the-8), nmod:on(jumping-6, beach-9), punct(is-2, .-10)] 	[det(dog-5, A-1), amod(dog-5, black-2), cc(black-2, and-3), conj:and(black-2, brown-4), nsubj(running-7, dog-5), aux(running-7, is-6), root(ROOT-0, running-7), case(beach-10, on-8), det(beach-10, the-9), nmod:on(running-7, beach-10), punct(running-7, .-11)] 	226
[det(man-2, A-1), nsubj(walks-3, man-2), root(ROOT-0, walks-3), case(building-8, in-4), mwe(in-4, front-5), mwe(in-4, of-6), det(building-8, a-7), nmod:in_front_of(walks-3, building-8)] 	[det(man-2, A-1), nsubj(walks-3, man-2), root(ROOT-0, walks-3), case(building-8, in-4), mwe(in-4, front-5), mwe(in-4, of-6), det(building-8, a-7), nmod:in_front_of(walks-3, building-8), punct(walks-3, .-9)] 	227
[det(man-2, A-1), nsubj(sleeping-4, man-2), aux(sleeping-4, is-3), root(ROOT-0, sleeping-4), advmod(sleeping-4, outside-5), punct(sleeping-4, .-6)] 	[det(woman-2, A-1), nsubj(sleeping-4, woman-2), aux(sleeping-4, is-3), root(ROOT-0, sleeping-4), advmod(sleeping-4, outside-5), punct(sleeping-4, .-6)] 	228
[nummod(people-2, Three-1), nsubj(wear-3, people-2), root(ROOT-0, wear-3), amod(clothes-5, modern-4), dobj(wear-3, clothes-5), punct(wear-3, .-6)] 	[nummod(people-2, Two-1), nsubj(wear-3, people-2), root(ROOT-0, wear-3), compound(uniforms-5, work-4), dobj(wear-3, uniforms-5), punct(wear-3, .-6)] 	229
[expl(is-2, There-1), root(ROOT-0, is-2), det(man-4, a-3), nsubj(is-2, man-4), case(books-6, with-5), nmod:with(man-4, books-6), punct(is-2, .-7)] 	[expl(is-2, There-1), root(ROOT-0, is-2), det(writing-5, a-3), compound(writing-5, man-4), nsubj(is-2, writing-5), punct(is-2, .-6)] 	230
[amod(seats-3, Colorful-1), amod(seats-3, yellow-2), nsubj(lined-8, seats-3), case(crowd-7, with-4), det(crowd-7, a-5), amod(crowd-7, sparse-6), nmod:with(seats-3, crowd-7), root(ROOT-0, lined-8), compound:prt(lined-8, up-9), case(players-13, behind-10), nummod(players-13, four-11), compound(players-13, soccer-12), nmod:behind(lined-8, players-13), acl(players-13, trying-14), mark(chase-16, to-15), xcomp(trying-14, chase-16), det(ball-18, a-17), dobj(chase-16, ball-18), punct(lined-8, .-19)] 	[nummod(people-2, Two-1), nsubj(playing-6, people-2), case(glasses-4, with-3), nmod:with(people-2, glasses-4), aux(playing-6, are-5), root(ROOT-0, playing-6), det(game-8, a-7), dobj(playing-6, game-8), acl(game-8, sitting-9), case(floor-12, on-10), det(floor-12, the-11), nmod:on(sitting-9, floor-12), punct(playing-6, .-13)] 	231
[det(crowd-2, A-1), root(ROOT-0, crowd-2), acl(crowd-2, watching-3), det(man-5, a-4), dobj(watching-3, man-5), acl(crowd-2, outside-6)] 	[det(crowd-2, A-1), nsubj(watching-4, crowd-2), aux(watching-4, is-3), root(ROOT-0, watching-4), det(man-6, a-5), dobj(watching-4, man-6)] 	232
[det(woman-2, A-1), root(ROOT-0, woman-2), acl(woman-2, standing-3), case(microwave-7, next-4), mwe(next-4, to-5), det(microwave-7, a-6), nmod:next_to(standing-3, microwave-7), punct(woman-2, .-8)] 	[det(woman-2, A-1), nsubj(sitting-7, woman-2), case(phone-5, on-3), det(phone-5, the-4), nmod:on(woman-2, phone-5), aux(sitting-7, is-6), root(ROOT-0, sitting-7), case(chair-10, on-8), det(chair-10, a-9), nmod:on(sitting-7, chair-10), punct(sitting-7, .-11)] 	233
[det(person-2, A-1), nsubj(jumping-6, person-2), case(red-4, in-3), nmod:in(person-2, red-4), aux(jumping-6, is-5), root(ROOT-0, jumping-6), compound:prt(jumping-6, on-7), det(trampoline-9, a-8), dobj(jumping-6, trampoline-9), punct(jumping-6, .-10)] 	[nsubj(jumping-3, Man-1), aux(jumping-3, is-2), root(ROOT-0, jumping-3), compound:prt(jumping-3, on-4), det(trampoline-6, a-5), dobj(jumping-3, trampoline-6), punct(jumping-3, .-7)] 	234
[nummod(children-2, Four-1), nsubj(crying-4, children-2), aux(crying-4, are-3), root(ROOT-0, crying-4)] 	[nummod(children-2, Three-1), nsubj(crying-4, children-2), aux(crying-4, are-3), root(ROOT-0, crying-4)] 	235
[det(girl-2, A-1), nsubj(child-6, girl-2), cop(child-6, is-3), case(child-6, near-4), det(child-6, a-5), root(ROOT-0, child-6), nmod:poss(face-8, whose-7), nsubjpass(shown-11, face-8), auxpass(shown-11, is-9), neg(shown-11, not-10), acl:relcl(child-6, shown-11), punct(child-6, .-12)] 	[det(boy-2, A-1), nsubj(girl-8, boy-2), cop(girl-8, is-3), advmod(girl-8, very-4), case(girl-8, close-5), mwe(close-5, to-6), det(girl-8, a-7), root(ROOT-0, girl-8), punct(girl-8, .-9)] 	236
[det(train-2, The-1), nsubj(small-4, train-2), cop(small-4, is-3), root(ROOT-0, small-4)] 	[det(boat-2, The-1), nsubj(small-4, boat-2), cop(small-4, is-3), root(ROOT-0, small-4), punct(small-4, .-5)] 	237
[det(man-2, A-1), nsubj(holds-7, man-2), case(pool-6, in-3), det(pool-6, a-4), compound(pool-6, swimming-5), nmod:in(man-2, pool-6), root(ROOT-0, holds-7), det(child-10, a-8), amod(child-10, smiling-9), dobj(holds-7, child-10), case(float-13, in-11), det(float-13, a-12), nmod:in(holds-7, float-13), punct(holds-7, .-14)] 	[det(man-2, A-1), nsubj(carrying-4, man-2), aux(carrying-4, is-3), root(ROOT-0, carrying-4), det(girl-6, a-5), dobj(carrying-4, girl-6), case(pool-10, in-7), det(pool-10, a-8), compound(pool-10, swimming-9), nmod:in(carrying-4, pool-10), punct(carrying-4, .-11)] 	238
[det(man-4, An-1), amod(man-4, old-2), amod(man-4, beige-3), nsubj(standing-5, man-4), root(ROOT-0, standing-5), case(man-9, near-6), det(man-9, a-7), amod(man-9, younger-8), nmod:near(standing-5, man-9), case(blue-11, in-10), nmod:in(man-9, blue-11), case(building-16, in-12), mwe(in-12, front-13), mwe(in-12, of-14), det(building-16, a-15), nmod:in_front_of(blue-11, building-16), punct(standing-5, .-17)] 	[det(man-2, A-1), root(ROOT-0, man-2), case(shirt-6, in-3), det(shirt-6, a-4), amod(shirt-6, white-5), nmod:in(man-2, shirt-6), acl(shirt-6, walking-7), case(building-13, in-8), mwe(in-8, front-9), mwe(in-8, of-10), det(building-13, an-11), amod(building-13, old-12), nmod:in_front_of(walking-7, building-13), punct(man-2, .-14)] 	239
[nummod(women-2, Two-1), nsubj(acting-4, women-2), aux(acting-4, are-3), root(ROOT-0, acting-4), punct(acting-4, .-5)] 	[det(women-3, The-1), nummod(women-3, two-2), nsubj(acting-5, women-3), aux(acting-5, are-4), root(ROOT-0, acting-5), punct(acting-5, .-6)] 	240
[det(person-2, A-1), nsubj(tries-6, person-2), case(shorts-5, in-3), amod(shorts-5, bright-4), nmod:in(person-2, shorts-5), root(ROOT-0, tries-6), mark(catch-8, to-7), xcomp(tries-6, catch-8), det(frisbee-10, a-9), dobj(catch-8, frisbee-10)] 	[det(woman-2, The-1), nsubj(throwing-7, woman-2), case(camera-5, with-3), det(camera-5, the-4), nmod:with(woman-2, camera-5), aux(throwing-7, is-6), root(ROOT-0, throwing-7), det(Frisbee-9, a-8), dobj(throwing-7, Frisbee-9), case(dog-13, for-10), nmod:poss(dog-13, her-11), amod(dog-13, brown-12), nmod:for(throwing-7, dog-13), mark(catch-15, to-14), advcl(throwing-7, catch-15), punct(throwing-7, .-16)] 	241
[det(boy-3, The-1), amod(boy-3, blond-2), nsubj(sat-4, boy-3), root(ROOT-0, sat-4), case(guitar-8, next-5), mwe(next-5, to-6), det(guitar-8, the-7), nmod:next_to(sat-4, guitar-8), cc(guitar-8, and-9), det(book-11, the-10), conj:and(guitar-8, book-11), punct(sat-4, .-12)] 	[det(girl-2, The-1), nsubj(playing-4, girl-2), aux(playing-4, was-3), root(ROOT-0, playing-4), case(Logs-7, with-5), compound(Logs-7, Lincoln-6), nmod:with(playing-4, Logs-7), punct(playing-4, .-8)] 	242
[nummod(workers-3, Two-1), compound(workers-3, construction-2), nsubj(stop-4, workers-3), root(ROOT-0, stop-4), case(mall-7, at-5), det(mall-7, the-6), nmod:at(stop-4, mall-7), case(lunch-9, for-8), nmod:for(stop-4, lunch-9)] 	[compound(workers-2, Construction-1), nsubjpass(detained-4, workers-2), auxpass(detained-4, are-3), root(ROOT-0, detained-4), case(lunch-6, for-5), nmod:for(detained-4, lunch-6), punct(detained-4, .-7)] 	243
[det(paints-3, A-1), compound(paints-3, couple-2), root(ROOT-0, paints-3), case(floor-6, on-4), det(floor-6, the-5), nmod:on(paints-3, floor-6)] 	[det(paints-3, A-1), compound(paints-3, woman-2), root(ROOT-0, paints-3), case(floor-6, on-4), det(floor-6, the-5), nmod:on(paints-3, floor-6)] 	244
[amod(gymnast-2, Rhythmic-1), nsubj(does-3, gymnast-2), root(ROOT-0, does-3), det(routine-5, a-4), dobj(does-3, routine-5), punct(does-3, .-6)] 	[det(girl-2, A-1), nsubj(performs-3, girl-2), root(ROOT-0, performs-3), det(routine-7, a-4), amod(routine-7, rhythmic-5), compound(routine-7, gymnastics-6), dobj(performs-3, routine-7), punct(performs-3, .-8)] 	245
[det(worker-2, A-1), root(ROOT-0, worker-2), dep(worker-2, wearing-3), det(mask-5, a-4), dobj(wearing-3, mask-5), cc(wearing-3, and-6), conj:and(wearing-3, carrying-7), det(broom-9, a-8), dobj(carrying-7, broom-9), punct(wearing-3, ,-10), amod(guard-12, standing-11), conj:and(wearing-3, guard-12)] 	[det(man-2, A-1), nsubj(carries-7, man-2), case(shirt-6, in-3), det(shirt-6, a-4), amod(shirt-6, blue-5), nmod:in(man-2, shirt-6), root(ROOT-0, carries-7), det(bag-9, a-8), dobj(carries-7, bag-9), case(shoulder-13, over-10), nmod:poss(shoulder-13, his-11), amod(shoulder-13, right-12), nmod:over(carries-7, shoulder-13), punct(carries-7, .-14)] 	246
[nummod(men-2, Two-1), root(ROOT-0, men-2), punct(men-2, ,-3), compound(layers-5, dress-4), conj:and(men-2, layers-5), cc(men-2, and-6), compound(bags-8, canvas-7), conj:and(men-2, bags-8), punct(men-2, .-9)] 	[nummod(children-2, Two-1), nsubj(standing-10, children-2), case(jeans-5, in-3), amod(jeans-5, blue-4), nmod:in(children-2, jeans-5), cc(jeans-5, and-6), compound(shirts-8, cinnamon-7), conj:and(jeans-5, shirts-8), aux(standing-10, are-9), root(ROOT-0, standing-10), compound:prt(standing-10, out-11), case(tents-14, from-12), det(tents-14, the-13), nmod:from(standing-10, tents-14), punct(standing-10, .-15)] 	247
[det(rider-3, A-1), compound(rider-3, motocross-2), root(ROOT-0, rider-3), acl(rider-3, doing-4), det(jump-7, a-5), compound(jump-7, cross-6), dobj(doing-4, jump-7), punct(rider-3, ,-8), acl(rider-3, wearing-9), amod(gear-11, protective-10), dobj(wearing-9, gear-11), punct(rider-3, .-12)] 	[det(woman-2, A-1), root(ROOT-0, woman-2), acl(woman-2, wearing-3), amod(equipment-6, black-4), compound(equipment-6, cycling-5), dobj(wearing-3, equipment-6), cc(equipment-6, and-7), det(pedals-11, a-8), amod(pedals-11, white-9), compound(pedals-11, helmet-10), conj:and(equipment-6, pedals-11), amod(uphill-13, hard-12), amod(pedals-11, uphill-13), case(bicycle-16, on-14), nmod:poss(bicycle-16, her-15), nmod:on(uphill-13, bicycle-16), punct(woman-2, .-17)] 	248
[det(man-3, A-1), amod(man-3, sad-2), nsubj(sitting-5, man-3), aux(sitting-5, is-4), root(ROOT-0, sitting-5), case(steps-8, on-6), det(steps-8, the-7), nmod:on(sitting-5, steps-8), case(door-11, of-9), det(door-11, the-10), nmod:of(steps-8, door-11), case(house-16, in-12), mwe(in-12, front-13), mwe(in-12, of-14), det(house-16, a-15), nmod:in_front_of(steps-8, house-16), punct(sitting-5, .-17)] 	[det(woman-2, A-1), nsubj(sitting-4, woman-2), aux(sitting-4, is-3), root(ROOT-0, sitting-4), case(steps-7, on-5), det(steps-7, the-6), nmod:on(sitting-4, steps-7), case(door-10, of-8), det(door-10, the-9), nmod:of(steps-7, door-10), case(house-15, in-11), mwe(in-11, front-12), mwe(in-11, of-13), det(house-15, a-14), nmod:in_front_of(steps-7, house-15), punct(sitting-4, .-16)] 	249
[nsubj(walking-3, People-1), aux(walking-3, are-2), root(ROOT-0, walking-3), case(sidewalk-6, on-4), det(sidewalk-6, a-5), nmod:on(walking-3, sidewalk-6), case(city-9, of-7), det(city-9, the-8), nmod:of(sidewalk-6, city-9), punct(walking-3, .-10)] 	[nsubj(walking-3, People-1), aux(walking-3, are-2), root(ROOT-0, walking-3), case(sidewalk-6, along-4), det(sidewalk-6, a-5), nmod:along(walking-3, sidewalk-6), case(city-9, in-7), det(city-9, the-8), nmod:in(sidewalk-6, city-9), punct(walking-3, .-10)] 	250
